year,state,rate,deaths,state_name,law_strength_score,restrictive_laws,permissive_laws,total_law_changes,unique_law_classes,strength_background_checks,strength_carrying_a_concealed_weapon_ccw,strength_castle_doctrine,strength_dealer_license,strength_firearm_sales_restrictions,strength_local_laws_preempted_by_state,strength_minimum_age,strength_prohibited_possessor,strength_registration,strength_waiting_period,strength_firearm_removal_at_scene_of_domestic_violence,strength_firearms_in_college_university,strength_child_access_laws,strength_gun_trafficking,strength_open_carry,strength_required_reporting_of_lost_or_stolen_firearms,strength_safety_training_required,strength_untraceable_firearms,strength_permit_to_purchase,strength_firearms_in_k_12_educational_settings,class_count_background_checks,class_count_carrying_a_concealed_weapon_ccw,class_count_castle_doctrine,class_count_dealer_license,class_count_firearm_sales_restrictions,class_count_local_laws_preempted_by_state,class_count_minimum_age,class_count_prohibited_possessor,class_count_registration,class_count_waiting_period,class_count_firearm_removal_at_scene_of_domestic_violence,class_count_firearms_in_college_university,class_count_child_access_laws,class_count_gun_trafficking,class_count_open_carry,class_count_required_reporting_of_lost_or_stolen_firearms,class_count_safety_training_required,class_count_untraceable_firearms,class_count_permit_to_purchase,class_count_firearms_in_k_12_educational_settings,class_restrictive_background_checks,class_restrictive_carrying_a_concealed_weapon_ccw,class_restrictive_castle_doctrine,class_restrictive_dealer_license,class_restrictive_firearm_sales_restrictions,class_restrictive_local_laws_preempted_by_state,class_restrictive_minimum_age,class_restrictive_prohibited_possessor,class_restrictive_registration,class_restrictive_waiting_period,class_restrictive_firearm_removal_at_scene_of_domestic_violence,class_restrictive_firearms_in_college_university,class_restrictive_child_access_laws,class_restrictive_gun_trafficking,class_restrictive_open_carry,class_restrictive_required_reporting_of_lost_or_stolen_firearms,class_restrictive_safety_training_required,class_restrictive_untraceable_firearms,class_restrictive_permit_to_purchase,class_restrictive_firearms_in_k_12_educational_settings,class_permissive_background_checks,class_permissive_carrying_a_concealed_weapon_ccw,class_permissive_castle_doctrine,class_permissive_dealer_license,class_permissive_firearm_sales_restrictions,class_permissive_local_laws_preempted_by_state,class_permissive_minimum_age,class_permissive_prohibited_possessor,class_permissive_registration,class_permissive_waiting_period,class_permissive_firearm_removal_at_scene_of_domestic_violence,class_permissive_firearms_in_college_university,class_permissive_child_access_laws,class_permissive_gun_trafficking,class_permissive_open_carry,class_permissive_required_reporting_of_lost_or_stolen_firearms,class_permissive_safety_training_required,class_permissive_untraceable_firearms,class_permissive_permit_to_purchase,class_permissive_firearms_in_k_12_educational_settings,high_risk,rate_change,law_strength_change,restrictive_ratio,permissive_ratio
2022,ND,16.4,125,North Dakota,13,20,7,27,11,2,-1,-3,0,3,-1,5,4,0,2,1,0,0,2,-1,0,0,0,0,0,2,3,3,0,3,1,5,4,0,2,1,0,0,2,1,0,0,0,0,0,2,1,0,0,3,0,5,4,0,1,1,0,0,2,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.40000000000000213,0,0.74,0.26
2023,ND,12.8,103,North Dakota,13,20,7,27,11,2,-1,-3,0,3,-1,5,4,0,2,1,0,0,2,-1,0,0,0,0,0,2,3,3,0,3,1,5,4,0,2,1,0,0,2,1,0,0,0,0,0,2,1,0,0,3,0,5,4,0,1,1,0,0,2,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-3.599999999999998,0,0.74,0.26
2014,NE,9.5,179,Nebraska,18,24,6,30,11,5,-1,-2,0,3,-1,7,1,0,1,1,3,0,0,0,0,0,0,1,0,5,3,2,0,3,1,7,1,0,1,1,3,0,0,0,0,0,0,3,0,5,1,0,0,3,0,7,1,0,1,1,3,0,0,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0.8,0.2
2015,NE,8.9,169,Nebraska,18,24,6,30,11,5,-1,-2,0,3,-1,7,1,0,1,1,3,0,0,0,0,0,0,1,0,5,3,2,0,3,1,7,1,0,1,1,3,0,0,0,0,0,0,3,0,5,1,0,0,3,0,7,1,0,1,1,3,0,0,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5999999999999996,0,0.8,0.2
2016,NE,9.1,171,Nebraska,18,24,6,30,11,5,-1,-2,0,3,-1,7,1,0,1,1,3,0,0,0,0,0,0,1,0,5,3,2,0,3,1,7,1,0,1,1,3,0,0,0,0,0,0,3,0,5,1,0,0,3,0,7,1,0,1,1,3,0,0,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1999999999999993,0,0.8,0.2
2017,NE,8.3,160,Nebraska,18,24,6,30,11,5,-1,-2,0,3,-1,7,1,0,1,1,3,0,0,0,0,0,0,1,0,5,3,2,0,3,1,7,1,0,1,1,3,0,0,0,0,0,0,3,0,5,1,0,0,3,0,7,1,0,1,1,3,0,0,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.7999999999999989,0,0.8,0.2
2018,NE,9,183,Nebraska,18,24,6,30,11,5,-1,-2,0,3,-1,7,1,0,1,1,3,0,0,0,0,0,0,1,0,5,3,2,0,3,1,7,1,0,1,1,3,0,0,0,0,0,0,3,0,5,1,0,0,3,0,7,1,0,1,1,3,0,0,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6999999999999993,0,0.8,0.2
2019,NE,10.4,205,Nebraska,18,24,6,30,11,5,-1,-2,0,3,-1,7,1,0,1,1,3,0,0,0,0,0,0,1,0,5,3,2,0,3,1,7,1,0,1,1,3,0,0,0,0,0,0,3,0,5,1,0,0,3,0,7,1,0,1,1,3,0,0,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.4000000000000004,0,0.8,0.2
2020,NE,10.1,197,Nebraska,18,24,6,30,11,5,-1,-2,0,3,-1,7,1,0,1,1,3,0,0,0,0,0,0,1,0,5,3,2,0,3,1,7,1,0,1,1,3,0,0,0,0,0,0,3,0,5,1,0,0,3,0,7,1,0,1,1,3,0,0,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.3000000000000007,0,0.8,0.2
2021,NE,10.3,200,Nebraska,18,24,6,30,11,5,-1,-2,0,3,-1,7,1,0,1,1,3,0,0,0,0,0,0,1,0,5,3,2,0,3,1,7,1,0,1,1,3,0,0,0,0,0,0,3,0,5,1,0,0,3,0,7,1,0,1,1,3,0,0,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.20000000000000107,0,0.8,0.2
2022,NE,12.2,244,Nebraska,18,24,6,30,11,5,-1,-2,0,3,-1,7,1,0,1,1,3,0,0,0,0,0,0,1,0,5,3,2,0,3,1,7,1,0,1,1,3,0,0,0,0,0,0,3,0,5,1,0,0,3,0,7,1,0,1,1,3,0,0,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.8999999999999986,0,0.8,0.2
2023,NE,10.6,213,Nebraska,17,24,7,31,11,5,-2,-2,0,3,-1,7,1,0,1,1,3,0,0,0,0,0,0,1,0,5,4,2,0,3,1,7,1,0,1,1,3,0,0,0,0,0,0,3,0,5,1,0,0,3,0,7,1,0,1,1,3,0,0,0,0,0,0,2,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.5999999999999996,-1,0.77,0.23
2014,NH,8.7,122,New Hampshire,15,21,6,27,12,6,-1,-3,1,3,-1,3,2,0,2,1,0,1,0,1,0,0,0,0,0,6,1,3,1,3,1,5,2,0,2,1,0,1,0,1,0,0,0,0,0,4,0,0,1,3,0,4,2,0,1,1,0,1,0,1,0,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0.78,0.22
2015,NH,8.9,121,New Hampshire,15,21,6,27,12,6,-1,-3,1,3,-1,3,2,0,2,1,0,1,0,1,0,0,0,0,0,6,1,3,1,3,1,5,2,0,2,1,0,1,0,1,0,0,0,0,0,4,0,0,1,3,0,4,2,0,1,1,0,1,0,1,0,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20000000000000107,0,0.78,0.22
2016,NH,9.3,132,New Hampshire,15,21,6,27,12,6,-1,-3,1,3,-1,3,2,0,2,1,0,1,0,1,0,0,0,0,0,6,1,3,1,3,1,5,2,0,2,1,0,1,0,1,0,0,0,0,0,4,0,0,1,3,0,4,2,0,1,1,0,1,0,1,0,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40000000000000036,0,0.78,0.22
2017,NH,10.4,146,New Hampshire,14,21,7,28,12,6,-2,-3,1,3,-1,3,2,0,2,1,0,1,0,1,0,0,0,0,0,6,2,3,1,3,1,5,2,0,2,1,0,1,0,1,0,0,0,0,0,4,0,0,1,3,0,4,2,0,1,1,0,1,0,1,0,0,0,0,0,0,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0999999999999996,-1,0.75,0.25
2018,NH,10.8,155,New Hampshire,14,21,7,28,12,6,-2,-3,1,3,-1,3,2,0,2,1,0,1,0,1,0,0,0,0,0,6,2,3,1,3,1,5,2,0,2,1,0,1,0,1,0,0,0,0,0,4,0,0,1,3,0,4,2,0,1,1,0,1,0,1,0,0,0,0,0,0,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40000000000000036,0,0.75,0.25
2019,NH,10.7,156,New Hampshire,14,21,7,28,12,6,-2,-3,1,3,-1,3,2,0,2,1,0,1,0,1,0,0,0,0,0,6,2,3,1,3,1,5,2,0,2,1,0,1,0,1,0,0,0,0,0,4,0,0,1,3,0,4,2,0,1,1,0,1,0,1,0,0,0,0,0,0,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10000000000000142,0,0.75,0.25
2020,NH,8.9,128,New Hampshire,14,21,7,28,12,6,-2,-3,1,3,-1,3,2,0,2,1,0,1,0,1,0,0,0,0,0,6,2,3,1,3,1,5,2,0,2,1,0,1,0,1,0,0,0,0,0,4,0,0,1,3,0,4,2,0,1,1,0,1,0,1,0,0,0,0,0,0,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.799999999999999,0,0.75,0.25
2021,NH,8.3,123,New Hampshire,14,21,7,28,12,6,-2,-3,1,3,-1,3,2,0,2,1,0,1,0,1,0,0,0,0,0,6,2,3,1,3,1,5,2,0,2,1,0,1,0,1,0,0,0,0,0,4,0,0,1,3,0,4,2,0,1,1,0,1,0,1,0,0,0,0,0,0,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5999999999999996,0,0.75,0.25
2022,NH,10.1,156,New Hampshire,14,21,7,28,12,6,-2,-3,1,3,-1,3,2,0,2,1,0,1,0,1,0,0,0,0,0,6,2,3,1,3,1,5,2,0,2,1,0,1,0,1,0,0,0,0,0,4,0,0,1,3,0,4,2,0,1,1,0,1,0,1,0,0,0,0,0,0,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.799999999999999,0,0.75,0.25
2023,NH,9.6,143,New Hampshire,14,21,7,28,12,6,-2,-3,1,3,-1,3,2,0,2,1,0,1,0,1,0,0,0,0,0,6,2,3,1,3,1,5,2,0,2,1,0,1,0,1,0,0,0,0,0,4,0,0,1,3,0,4,2,0,1,1,0,1,0,1,0,0,0,0,0,0,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0.75,0.25
2014,NJ,5.3,468,New Jersey,44,48,4,52,17,8,-1,-2,2,8,0,9,3,1,3,1,3,1,1,-1,4,0,1,3,0,8,1,2,2,8,0,9,3,1,3,1,3,1,1,1,4,0,1,3,0,8,0,0,2,8,0,9,3,1,3,1,3,1,1,0,4,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,0.92,0.08
2015,NJ,5.4,475,New Jersey,44,48,4,52,17,8,-1,-2,2,8,0,9,3,1,3,1,3,1,1,-1,4,0,1,3,0,8,1,2,2,8,0,9,3,1,3,1,3,1,1,1,4,0,1,3,0,8,0,0,2,8,0,9,3,1,3,1,3,1,1,0,4,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.10000000000000053,0,0.92,0.08
2016,NJ,5.5,485,New Jersey,44,48,4,52,17,8,-1,-2,2,8,0,9,3,1,3,1,3,1,1,-1,4,0,1,3,0,8,1,2,2,8,0,9,3,1,3,1,3,1,1,1,4,0,1,3,0,8,0,0,2,8,0,9,3,1,3,1,3,1,1,0,4,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.09999999999999964,0,0.92,0.08
2017,NJ,5.3,478,New Jersey,45,49,4,53,17,8,-1,-2,2,8,0,9,4,1,3,1,3,1,1,-1,4,0,1,3,0,8,1,2,2,8,0,9,4,1,3,1,3,1,1,1,4,0,1,3,0,8,0,0,2,8,0,9,4,1,3,1,3,1,1,0,4,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.20000000000000018,1,0.92,0.08
2018,NJ,4.8,420,New Jersey,48,52,4,56,17,8,-1,-2,2,8,0,9,4,1,3,1,3,1,1,-1,4,0,4,3,0,8,1,2,2,8,0,9,4,1,3,1,3,1,1,1,4,0,4,3,0,8,0,0,2,8,0,9,4,1,3,1,3,1,1,0,4,0,4,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.5,3,0.93,0.07
2019,NJ,4.1,368,New Jersey,50,54,4,58,17,8,-1,-2,2,8,0,9,6,1,3,1,3,1,1,-1,4,0,4,3,0,8,1,2,2,8,0,9,6,1,3,1,3,1,1,1,4,0,4,3,0,8,0,0,2,8,0,9,6,1,3,1,3,1,1,0,4,0,4,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.7000000000000002,2,0.93,0.07
2020,NJ,5,443,New Jersey,50,54,4,58,17,8,-1,-2,2,8,0,9,6,1,3,1,3,1,1,-1,4,0,4,3,0,8,1,2,2,8,0,9,6,1,3,1,3,1,1,1,4,0,4,3,0,8,0,0,2,8,0,9,6,1,3,1,3,1,1,0,4,0,4,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9000000000000004,0,0.93,0.07
2021,NJ,5.2,475,New Jersey,50,54,4,58,17,8,-1,-2,2,8,0,9,6,1,3,1,3,1,1,-1,4,0,4,3,0,8,1,2,2,8,0,9,6,1,3,1,3,1,1,1,4,0,4,3,0,8,0,0,2,8,0,9,6,1,3,1,3,1,1,0,4,0,4,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.20000000000000018,0,0.93,0.07
2022,NJ,5,468,New Jersey,50,55,5,60,18,8,-2,-2,2,8,1,9,6,1,3,1,3,1,1,-1,4,0,4,3,0,8,2,2,2,8,1,9,6,1,3,1,3,1,1,1,4,0,4,3,0,8,0,0,2,8,1,9,6,1,3,1,3,1,1,0,4,0,4,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.20000000000000018,0,0.92,0.08
2023,NJ,4.6,430,New Jersey,50,55,5,60,18,8,-2,-2,2,8,1,9,6,1,3,1,3,1,1,-1,4,0,4,3,0,8,2,2,2,8,1,9,6,1,3,1,3,1,1,1,4,0,4,3,0,8,0,0,2,8,1,9,6,1,3,1,3,1,1,0,4,0,4,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.40000000000000036,0,0.92,0.08
2014,NM,16,340,New Mexico,13,16,3,19,9,2,0,-1,0,3,-1,4,0,0,2,0,3,0,0,0,0,1,0,0,0,2,2,1,0,3,1,4,0,0,2,0,3,0,0,0,0,1,0,0,0,2,1,0,0,3,0,4,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,0.84,0.16
2015,NM,18.6,390,New Mexico,13,16,3,19,9,2,0,-1,0,3,-1,4,0,0,2,0,3,0,0,0,0,1,0,0,0,2,2,1,0,3,1,4,0,0,2,0,3,0,0,0,0,1,0,0,0,2,1,0,0,3,0,4,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.6000000000000014,0,0.84,0.16
2016,NM,18.1,383,New Mexico,13,16,3,19,9,2,0,-1,0,3,-1,4,0,0,2,0,3,0,0,0,0,1,0,0,0,2,2,1,0,3,1,4,0,0,2,0,3,0,0,0,0,1,0,0,0,2,1,0,0,3,0,4,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0.84,0.16
2017,NM,18.5,394,New Mexico,13,16,3,19,9,2,0,-1,0,3,-1,4,0,0,2,0,3,0,0,0,0,1,0,0,0,2,2,1,0,3,1,4,0,0,2,0,3,0,0,0,0,1,0,0,0,2,1,0,0,3,0,4,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3999999999999986,0,0.84,0.16
2018,NM,20.7,438,New Mexico,13,16,3,19,9,2,0,-1,0,3,-1,4,0,0,2,0,3,0,0,0,0,1,0,0,0,2,2,1,0,3,1,4,0,0,2,0,3,0,0,0,0,1,0,0,0,2,1,0,0,3,0,4,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1999999999999993,0,0.84,0.16
2019,NM,22.3,471,New Mexico,17,20,3,23,11,4,0,-1,0,3,-1,4,1,0,2,1,3,0,0,0,0,1,0,0,0,4,2,1,0,3,1,4,1,0,2,1,3,0,0,0,0,1,0,0,0,4,1,0,0,3,0,4,1,0,1,1,3,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6000000000000014,4,0.87,0.13
2020,NM,22.7,479,New Mexico,19,22,3,25,11,4,0,-1,0,3,-1,4,3,0,2,1,3,0,0,0,0,1,0,0,0,4,2,1,0,3,1,4,3,0,2,1,3,0,0,0,0,1,0,0,0,4,1,0,0,3,0,4,3,0,1,1,3,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3999999999999986,2,0.88,0.12
2021,NM,27.8,578,New Mexico,19,22,3,25,11,4,0,-1,0,3,-1,4,3,0,2,1,3,0,0,0,0,1,0,0,0,4,2,1,0,3,1,4,3,0,2,1,3,0,0,0,0,1,0,0,0,4,1,0,0,3,0,4,3,0,1,1,3,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.100000000000001,0,0.88,0.12
2022,NM,27.3,571,New Mexico,19,22,3,25,11,4,0,-1,0,3,-1,4,3,0,2,1,3,0,0,0,0,1,0,0,0,4,2,1,0,3,1,4,3,0,2,1,3,0,0,0,0,1,0,0,0,4,1,0,0,3,0,4,3,0,1,1,3,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0,0.88,0.12
2023,NM,25.3,530,New Mexico,20,23,3,26,12,4,0,-1,0,3,-1,4,3,0,2,1,3,1,0,0,0,1,0,0,0,4,2,1,0,3,1,4,3,0,2,1,3,1,0,0,0,1,0,0,0,4,1,0,0,3,0,4,3,0,1,1,3,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,0.88,0.12
2014,NV,14.8,429,Nevada,19,25,6,31,11,5,-2,-3,0,3,-1,7,3,0,0,1,3,1,2,0,0,0,0,0,0,5,2,3,0,3,1,7,3,0,0,1,3,1,2,0,0,0,0,0,0,5,0,0,0,3,0,7,3,0,0,1,3,1,2,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,0.81,0.19
2015,NV,14.9,446,Nevada,21,28,7,35,11,6,-2,-3,0,3,-2,7,4,0,0,1,3,1,3,0,0,0,0,0,0,6,2,3,0,3,2,7,4,0,0,1,3,1,3,0,0,0,0,0,0,6,0,0,0,3,0,7,4,0,0,1,3,1,3,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09999999999999964,2,0.8,0.2
2016,NV,16.8,498,Nevada,21,28,7,35,11,6,-2,-3,0,3,-2,7,4,0,0,1,3,1,3,0,0,0,0,0,0,6,2,3,0,3,2,7,4,0,0,1,3,1,3,0,0,0,0,0,0,6,0,0,0,3,0,7,4,0,0,1,3,1,3,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9000000000000004,0,0.8,0.2
2017,NV,16.7,508,Nevada,23,30,7,37,11,7,-2,-3,0,3,-2,7,5,0,0,1,3,1,3,0,0,0,0,0,0,7,2,3,0,3,2,7,5,0,0,1,3,1,3,0,0,0,0,0,0,7,0,0,0,3,0,7,5,0,0,1,3,1,3,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10000000000000142,2,0.81,0.19
2018,NV,17.9,550,Nevada,23,30,7,37,11,7,-2,-3,0,3,-2,7,5,0,0,1,3,1,3,0,0,0,0,0,0,7,2,3,0,3,2,7,5,0,0,1,3,1,3,0,0,0,0,0,0,7,0,0,0,3,0,7,5,0,0,1,3,1,3,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1999999999999993,0,0.81,0.19
2019,NV,15.3,490,Nevada,23,30,7,37,11,7,-2,-3,0,3,-2,7,5,0,0,1,3,1,3,0,0,0,0,0,0,7,2,3,0,3,2,7,5,0,0,1,3,1,3,0,0,0,0,0,0,7,0,0,0,3,0,7,5,0,0,1,3,1,3,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.599999999999998,0,0.81,0.19
2020,NV,17,547,Nevada,27,34,7,41,11,9,-2,-3,0,3,-2,7,7,0,0,1,3,1,3,0,0,0,0,0,0,9,2,3,0,3,2,7,7,0,0,1,3,1,3,0,0,0,0,0,0,9,0,0,0,3,0,7,7,0,0,1,3,1,3,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6999999999999993,4,0.83,0.17
2021,NV,19.8,633,Nevada,27,34,7,41,11,9,-2,-3,0,3,-2,7,7,0,0,1,3,1,3,0,0,0,0,0,0,9,2,3,0,3,2,7,7,0,0,1,3,1,3,0,0,0,0,0,0,9,0,0,0,3,0,7,7,0,0,1,3,1,3,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8000000000000007,0,0.83,0.17
2022,NV,18.9,618,Nevada,27,34,7,41,11,9,-2,-3,0,3,-2,7,7,0,0,1,3,1,3,0,0,0,0,0,0,9,2,3,0,3,2,7,7,0,0,1,3,1,3,0,0,0,0,0,0,9,0,0,0,3,0,7,7,0,0,1,3,1,3,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9000000000000021,0,0.83,0.17
2023,NV,18.4,616,Nevada,27,34,7,41,11,9,-2,-3,0,3,-2,7,7,0,0,1,3,1,3,0,0,0,0,0,0,9,2,3,0,3,2,7,7,0,0,1,3,1,3,0,0,0,0,0,0,9,0,0,0,3,0,7,7,0,0,1,3,1,3,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0.83,0.17
2014,NY,4.2,875,New York,42,46,4,50,15,8,-1,-2,1,7,0,8,6,1,2,1,3,0,1,1,3,0,0,3,0,8,1,2,1,9,0,8,6,1,2,1,3,0,1,1,3,0,0,3,0,8,0,0,1,8,0,8,6,1,2,1,3,0,1,1,3,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0.92,0.08
2015,NY,4.2,849,New York,42,46,4,50,15,8,-1,-2,1,7,0,8,6,1,2,1,3,0,1,1,3,0,0,3,0,8,1,2,1,9,0,8,6,1,2,1,3,0,1,1,3,0,0,3,0,8,0,0,1,8,0,8,6,1,2,1,3,0,1,1,3,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0.08
2016,NY,4.4,900,New York,42,46,4,50,15,8,-1,-2,1,7,0,8,6,1,2,1,3,0,1,1,3,0,0,3,0,8,1,2,1,9,0,8,6,1,2,1,3,0,1,1,3,0,0,3,0,8,0,0,1,8,0,8,6,1,2,1,3,0,1,1,3,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20000000000000018,0,0.92,0.08
2017,NY,3.7,772,New York,42,46,4,50,15,8,-1,-2,1,7,0,8,6,1,2,1,3,0,1,1,3,0,0,3,0,8,1,2,1,9,0,8,6,1,2,1,3,0,1,1,3,0,0,3,0,8,0,0,1,8,0,8,6,1,2,1,3,0,1,1,3,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7000000000000002,0,0.92,0.08
2018,NY,4.1,821,New York,42,46,4,50,15,8,-1,-2,1,7,0,8,6,1,2,1,3,0,1,1,3,0,0,3,0,8,1,2,1,9,0,8,6,1,2,1,3,0,1,1,3,0,0,3,0,8,0,0,1,8,0,8,6,1,2,1,3,0,1,1,3,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39999999999999947,0,0.92,0.08
2019,NY,3.9,804,New York,48,52,4,56,16,10,-1,-2,1,7,0,8,8,1,2,1,3,2,1,1,3,0,0,3,0,10,1,2,1,9,0,8,8,1,2,1,3,2,1,1,3,0,0,3,0,10,0,0,1,8,0,8,8,1,2,1,3,2,1,1,3,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19999999999999973,6,0.93,0.07
2020,NY,5.3,1052,New York,49,53,4,57,17,10,-1,-2,1,7,0,8,8,1,2,1,3,2,1,1,3,0,1,3,0,10,1,2,1,9,0,8,8,1,2,1,3,2,1,1,3,0,1,3,0,10,0,0,1,8,0,8,8,1,2,1,3,2,1,1,3,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1,0.93,0.07
2021,NY,5.4,1078,New York,49,53,4,57,17,10,-1,-2,1,7,0,8,8,1,2,1,3,2,1,1,3,0,1,3,0,10,1,2,1,9,0,8,8,1,2,1,3,2,1,1,3,0,1,3,0,10,0,0,1,8,0,8,8,1,2,1,3,2,1,1,3,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10000000000000053,0,0.93,0.07
